;sotok;summa;keys;url;text
16;8;16000;['/3-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-1-kv-m-3-komnaty-id-83361604;Продаю дачу. Село горная маевка. Красная книга.
623;8;16000;['/2-bedrooms'. '/belovodskoe'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-2-komnaty-id-82021683;Продаю не достроенный дом уч 8 соток сарай баня. село БЕЛОВОДСКОЕ свет вода красная книга
671;8;15000;['/6-bedrooms'. '/kant'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-6-komnat-id-79745985;Продаю до конца не достроин дом. Уч. 8 соток. Г Кант. С Первомайское. Ул Келечек 12. Кр книга есть. Рядом школа и садик.
539;8;15000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-450-kv-m-5-komnat-id-83086520;Срочно продаем недостроенный дом 8сотых .11/10 свет вода все есть .Ленинский район село Канстантиновка рядом школа.садик
838;8;15000;['/2-bedrooms'. '/kant'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-8-kv-m-2-komnaty-id-83332148;
315;7;70000;['/7-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-140-kv-m-7-komnat-id-68591266;Продаю дом г Кара Балта. квартал Бакай   3х-этажный 140 кв. и с подвальным паркингом  7.5 соток . хороший ремонт. + есть времянка с 2х комнатная . крытый навес. центральная канализация. природный газ. хороший район. цена: 70000$ тел: 
729;7;70000;['/6-bedrooms'. '/alamedin-rynok'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-7-kv-m-6-komnat-id-83919270;Продаю ДОМ  Улица Лермонтова Салиева 
373;7;70000;['/5-bedrooms'. '/kok-zhar'. '/madina'. '/no'. '/owner'. '/tokoldosh'. '/vostok-5'];https://lalafo.kg/bishkek/ads/prodam-dom-163-kv-m-5-komnat-id-79090725;Продается дом. Район ул. 7 Апрель/Льва Толстого Площадь дома 163 м2. 4 комнат. 2 санузла. мансард. Коммуникации: газ. трехфазка. центральная канализация. Участок 6.8 соток. красная книга. Летняя кухня. Рассмотрим обмен на квартиру с Вашей доплатой
593;7;70000;['/2-bedrooms'. '/kyzyl-asker'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-55-kv-m-2-komnaty-id-74086048;Не построенный дом с центральной канализацией.
293;7;69871;['/4-bedrooms'. '/owner'. '/rajon-avtorynka-azamat'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-132-kv-m-4-komnaty-id-70251557;Продается дом в районе рынка Чекиш-Ата. 7 соток. до Аламединского рынка 3 км. Дом состоит из 4 комнат(3 спальни.зал). кухня-столовая.душ. туалет. коридор. прихожая . напольное покрытые ламинат .  Отопление комбинированное (уголь. электричество 3-фазы имеется разрешение на отопление). Кондиционер. Акнет(интернет. wi-fi). Навес на 2-3 машины. Брусчатка.  Яблоневый сад.хвойные деревья газонная трава. Так же имеется на участке сауна . большой навес-беседка с обустроенной зоной готовки  очаг мангал вода . Канализация -септик. Горячая вода-Аристон. До остановки маршруток(240 ) 3 минуты пешком. Дом утеплён. декоративная штукатурка.
81;7;68000;['/4-bedrooms'. '/owner'. '/selo-orto-saj'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-81070625;Продаю кирпичный дом в Орто-Сае площадью 100 квадратных.м. Участок 6.5 соток. кирпичный гараж и баня.  хозпостройки. Отопление комбинированное газ и твердое топливо.  центральное водоснабжение.  септик. сад. малина.
906;7;68000;['/4-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-84-kv-m-4-komnaty-id-81786426;Продаю дом 7соток с 50% готовым бизнесом. (Удобно для бизнеса) С Ново-покровка ул Ленина главная трасса продолжение Жибек Жолу.  На одном участке 2 дома. 1) Первой дом 82 кв.м: 4 комнаты с большой кухней. ванная. туалет в доме. с евро ремонтом. топка. дом утеплён вся удобства в доме.  2) Второй дом 55 кв.м: 2 комнаты с огромным залом для гостей. 3) Построена помещение для бизнеса 29.2 кв.м. Отопление водяной теплый пол и обычный батареиный можно регулировать по желанию.  3 фазка. сан узел. интернет Акнет. 2 вида водопровода: Центральный и артезиан ( своя скважина). Баня. 2 склада. Очоккана. на следующий год проведут газ. Огород есть деревя которые дают плоды. Всё рядом 2 больницы (частный и гос) Школа. садик. магазины. СТО. улицы освещенные. Маршрутки ездят в любую точку города. Заходи и живи! Окончательно 65 000$ ниже не звонить!
648;7;67000;['/4-bedrooms'. '/agent'. '/asanbaj'. '/besh-kungej'. '/kok-zhar'. '/magistral'. '/no'. '/yuzhnye-mikrorajony'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-75582367;Продаю дом в селе Кок-Жар рядом с  ул.Алма-Атинской Отличное место  Участок 7соток Огорожен  Дом кирпичный  1974 года постройки Крыша шиферная   В доме 4 комнаты+кухня и прихожая Все комнаты изолированы  Внутри дома требуется ремонт  Имеются все хоз.постройки Баня Летняя кухня Углярка И т.д.  Удобства на улице  Коммуникации все  Свет Вода  Улица большая.от А.Атинки вторая  Отличное расположение   Продаю дом Продаю дом в Кок-Жаре Продаю дом по Алма-Атинской Продаю дом под бизнес Продам дом с участком Куплю дом недорого Продаю дом в отличном районе Куплю дом  Продажа домов в Кок-Жаре
985;7;65000;['/8-bedrooms'. '/owner'. '/rabochij-gorodok'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-96-kv-m-8-komnat-id-81437363;Продаю добротный большой  дом из 8 ком. времянка. гараж с ямой . баня. двор на 4 машины .Акнет.удобства в доме.2 санузла душевая кабина. аристон на 100 л..3 вида отопления. большой запас угля и дров. район 4 гор больницы.садики.школы.больницы.аптеки в шаговой доступности.тихие и порядочные соседи.
316;7;65000;['/7-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-140-kv-m-7-komnat-id-80646182;Продается дом 7комнат со всеми удобствами. Район Аламединского рынка.
577;7;65000;['/7-bedrooms'. '/ak-ordo'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-50000-kv-m-7-komnat-id-78893011;Продается действующий бизнес ж/м Ак-Ордо  магазин + 7 квартир. Данное время в месяц приносит 50тысяч.  Квартиры по 30м2.отопления 3 фазка и твёрдое топливо. Участок по документам 5 сотых . фактически 7 сотых.Участок угловой. Клиентура наработанная. Двор огорожен.стены 1.5 кирпич с верху плиты можно сделать 2 этаж. По документам все чисто кр.книга на руках.  Просим 65000$ торг. Для реального клиента
33;7;65000;['/4-bedrooms'. '/chon-aryk'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-10-kv-m-4-komnaty-id-71282089;Продаю срочно дом с.ЧонАрык. Идеально под постройку. Отличный район. свежий горный воздух. Ближайшее  время проведут газ и центральную канализацию. В доме 3 спальни +зал+кухня. Общая площадь 7 сот. плодовые деревья.+участок на против дома. Можно использовать как сад.парковку и.т.п. за этим участком гос резиденция. район тихий круглосуточно охраняется.Торг возможен
612;7;65000;['/4-bedrooms'. '/alamedin-1'. '/lebedinovka'. '/no'. '/owner'. '/tec'];https://lalafo.kg/bishkek/ads/prodam-dom-58-kv-m-4-komnaty-id-77422838;Продается дом. Район мкр.Аладимин-1. переулок Каджисайский. Площадь 58 м2. 4 комнат. Участок 7.6 соток. красная книга. Центральная канализация.
433;7;62000;['/7-bedrooms'. '/lebedinovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-210-kv-m-7-komnat-id-71989345;Продаю дом. 1 этаж жилой из кирпича. 2 этаж из газоблока. участок 7 соток. строили для себя. Просим 60 тыс. $ договоримся с реальными клиентами... все вопросы по телефону. рассмотрим варианты рассрочки. 
1000;7;62000;['/4-bedrooms'. '/no'. '/owner'. '/turbaza'];https://lalafo.kg/bishkek/ads/-id-76870141;Срочно Продается дом. Три спальни. зал. прихожая. кухня. сан узел в доме. есть возможность достроить мансарду. Хоз постройки. большой крытый навес 11 на 7 метров(можно утеплить). гараж.  Газ. центральная канализация.  Три вида отопления газ. 3 фазка( разрешение имеется). твердое топливо. Участок 7 соток. участок правильной прямоугольной формы. Район Советская Щербакова. Турбаза. старый толчок.50 метров от 46школы . 
363;7;61000;['/5-bedrooms'. '/owner'. '/uchkun'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-160-kv-m-5-komnat-id-82564529;В Бишкеке продаётся Дом  Стоимость: 59000$ небольшой торг  Площадь участка: 7 сотки. Адрес: Жилмассив Учкун. Кенеш 52.  Недалеко от Аламедин - 1. рядом базар Чынар. школы. Садики. хороший район.  Проведены: электричество 3-х фазка. вода. центральная канализация. весной проведут газ.  Асфальтированная и освещенная дорога. В Доме : 4 комнаты +маленькая кухня + сан узел внутри дома +топка. Дом полностью утеплённый. есть чердак и маленький погреб.  Также есть отдельная 2-х комнатная времянка с готовым бизнесом (продуктовый магазин) с ремонтом - проведены горячая и холодная вода. центральная канализация в магазин.  В участке  есть огород (яблони. овощи. абрикос. цветы) и место под строительство ещё одного дома.
145;7;60000;['/6-bedrooms'. '/owner'. '/tokmok'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-10000-kv-m-6-komnat-id-39065310;Продаю дом. в г. токмок  продаю 2-х этажный коттедж жилые комнаты 3 на 2 этаже душ балкон. кладовая 2 стеных шкафа первый этаж зал кухня комната подвал уборная газ.водопровод.отопление газ\уголь баня.гараж с ямой и погребом.большой сарай с сеновалом. малина. яблоки. смородина виноград. сорта:изабела. мускат белый. дамский пальчик. бычый глаз огород 6 соток. живописный тихий район.рядом речка. лес любителям природы понравиться! школа в 10 минутах ходьбы или обмен на дом или квартиру в канте или бишкеке! 
876;7;60000;['/5-bedrooms'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-5-komnat-id-56157968;Продаю  очень хороший дом в городе Бишкек. С отличным ремонтом! в основном доме 3 комнаты + кухня. большая прихожая. кладовая. сан узел раздельный. Есть ещё две жилые комнаты оформлены под игровую комнату для детей. отопление комбинированное. участок 7 сотки огород 4 сотки + большой двор на 4 машины. навесы. есть помещение 20 м2 швейный цех. мебель по договоренности
236;7;60000;['/5-bedrooms'. '/no'. '/owner'. '/rabochij-gorodok'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-5-komnat-id-82225965;Продается дом.  кирпичный. 5 комнат  все коммуникации имеются. Дом находится в рабочем городке. Имеется многолетний сад. яблони. виноград. персик и многое другое. Дом юридически чистый. 1 хозяин. Прошу 60000$ торг уместен после осмотра.
230;7;60000;['/5-bedrooms'. '/alamedin-rynok'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-5-komnat-id-70554430;Дом из 5 комнат .120 м.кв.все условия дома.времянка.хоз.постройки..3-х фазка.отопл .комбинир электр и твердое топливо.тихая улица.дружные.корректные соседи.10 мин от Аламединского рынка.с.Аламедин .ул Молодежная 57.тел.
894;7;60000;['/3-bedrooms'. '/kok-zhar'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-800-kv-m-3-komnaty-id-76990140;"Продаю участок с времянкой!! Село Көк-Джар. улица Тулеева 30а. Район очень чистый и дорогой. Но она того стоит! Ведь отсюда покупают только элитные))  Те кто купили. остаются здесь навсегда! А нам к сожалению пришлось. так хотелось тут остаться(  И соседи наши хорошие Запросов немало. так что успейте! Если хотите приобрести участок из лучшего района ; )"
432;7;59999;['/5-bedrooms'. '/chon-aryk'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-210-kv-m-5-komnat-id-47180029;Срочно Продаю нов. 2-х эт кирп. дом. монолит перекр. уч 7сот. 90% готовый. (пластик 4-х камерные окна и двери. 3х фазка) Воронцовка. расмотрю варианты. рядом санаторий (обмен на кв)
587;7;58000;['/3-bedrooms'. '/kudajbergen'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-54-kv-m-3-komnaty-id-76360902;ПРОДАЮ: дом. Кызыл Аскер. по улице Патриса Лумумбы. пересекает Джамгарчинова. 3-и комнаты. кухня. сан.узел. Общая площадь дома: 54м². жилая: 37м². кухня: 6м². Большой двор. навес. Участок: 7 соток по документам. 9 соток-фактически. На участке имеется большая. жилая времянка. баня. хозпостройки. большой погреб. Имеется сад. огород. Дом саманный. утеплённый. с ремонтом. Времянка с ремонтом. В доме имеется газ. вода. отопление комбинированное. рядом проходит центральная канализация. Удобные подъездные пути. развитая инфраструктура. всё в шаговой доступности.  ПРОШУ: 58000$. МИНИМАЛЬНЫЙ торг возможен. варианты обмена НЕ ПРЕДЛАГАТЬ. Ипотеку рассмотрим.
223;7;56000;['/4-bedrooms'. '/ak-bosogo'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-82144457;Продаётся дом в ж/м Ак Босого  ——————  *участок 7 соток  *дом из 6 комнат  *есть хоз постройки отопление 3 фаска *навес на 3 машины *тех.паспорт на руках  ———————- Цена:56000$  
343;7;55000;['/6-bedrooms'. '/archa-beshik'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-6-komnat-id-83193226;Срочно продаю дом в районе Арча-бешик по чертекова ул. Кен -кол... газ. канализация и конечно красная книга имеется. Небольшой сад: виноград. вишня. абрикос и смородина. А также 3 квартиранта живут в времянке  небольшой доход. Возможен обмен на квартиру с доплатой мне. желательно в районе джал. Торг уместен! реальным покупателям немного уступим. в пределах разумного.!!!!! Приходите. звоните и договоримся.   
572;7;55000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-50-kv-m-4-komnaty-id-83523252;Срочно продаю дом!!! 4 ком+ веранда. в центре города пер. Тюпский (между Куренкеева. Турусбекова) с большим участком 6 соток по документам. а по факту 7 сот. под строительство . в хорошем . тихом районе . все комуникации- газ.вода.свет.центр. канализация .Имеются хоз. постройки Участок на бугре. ровной планировки. участок сухой. сырости нет.  В этом районе сотка земли стоит 9000$ По всем вопросам звоните по указанному номеру.  Цена: 55 000$
212;7;55000;['/4-bedrooms'. '/maevka'. '/oshskij-rynok'. '/owner'. '/prigorodnoe'. '/yes'. '/zapadnyi-avtovokzal'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-72983654;Продается добротный кирпичный дом со всеми удобствами. В доме имеется 3 спальни. гостиная. душевая с туалетом. топка. большая кухня-столовая. баня. прихожие комнаты и коридоры. В прихожих установлены теплые полы. Отопление паровое на природном газе и твердом топливе. Большой участок на 7 соток (можно расширить за счет прилегающей территории). Весь двор заасфальтирован и уложен брусчаткой. Имеется навес на 2 машины и крытый очок на 3 казана. Временка. используемая под склад. Пластиковые окна. евроремонт. декоративная штукатурка. Частично остается мебель. Позади дома имеется огород. Дом расположен на второй линии (шум с трассы  не мешает) с прямым выходом на улицу Махатма Ганди (Молодая Гвардия). В 2 минутах от дома имеется оптово-розничный рынок Азиз. где можно закупать продукты по очень низким ценам. Также позади дома имеется новый парк имени Чолпонбая Тулебердиева с зелеными аллеями. скамейками и детскими площадками.
944;7;55000;['/4-bedrooms'. '/lebedinovka'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-4-komnaty-id-80320549;С. Лебединовка (Жибек Жолу - Ауэзова) • 4 комнаты (гостиная и 3 спальни) • Комнаты изолированный • Окна пластиковые • Тёплый пол • Большая кухня • Кухонный гарнитур • Душевая кабина • Аристон • Общая площадь 90 м2 • Состояние хорошее • Участок 5 соток (по факту 7 соток) • Просторный двор • Навес • Очоккана • Баня • Погреб • Гараж (на 2 машины) • Углярка • Сад • Септик • Свет - 3 фазы • Отопление комбинированное (твёрдое топливо и электрическое) • Двор цементированный • Техпаспорт • Красная книга  • Цена - 55 000$ ХОРОШИЙ ТОРГ!  Продаем без посредников!! Агентствам и посредникам не беспокоить
100;7;55000;['/4-bedrooms'. '/chon-aryk'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-83750774;Продаю дом Чон Арык
175;7;55000;['/4-bedrooms'. '/ala-too'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-110-kv-m-4-komnaty-id-81342501;Дом кирпичный. отопления газ и твёрдое топ.хоз.постройки кирпичные. Есть сад. остановка рядом. гор транспорт ездит.ул.асфалтирована. Село Новопавловка ул.Комсомольская
143;7;54000;['/8-bedrooms'. '/archa-beshik'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-8-komnat-id-82484761;Есть все. Красная книга. газ. канализация. Баары бар.
964;7;54000;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-92-kv-m-4-komnaty-id-61161229;Срочно Срочно Срочно продаю дом-участок 7соток находится на центральной трассе на улице Дэн-Сяопина 248а пересекает Кайназарова ориентир магазин Байкал. кафе Байкол На участке находится Дом-4 комнаты. времянка-3 комнаты. недостроенная баня. большой сарай. В город едут все виды транспорта. магазин в шаговом доступе. рядом имеется 4 школы . Участок отлично подходит для бизнеса. Успейте пока не купили!!! Цена ниже рыночного
160;7;53000;['/5-bedrooms'. '/owner'. '/voenno-antonovka'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-105-kv-m-5-komnat-id-83388105;Продается кирпичный благоустроенный дом. с.Военно-Антоновка. 2 этажа. 105 кв.м. 2 сан.узла. ванная в доме. Имеются все хоз.постройки: баня. гараж.сараи. летняя кухня кирпичные. Большой крытый двор. Участок 7 соток. Своя скважина и септик. Отопление комбинированное.
379;7;52000;['/7-bedrooms'. '/ak-bosogo'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-170-kv-m-7-komnat-id-81988364;Продаю отличный большой дом!!! 3 спальни. 2 больших зала. большой холл. кухня. санузел внутри дома. частично мебель.  Во дворе Очок кана. складские помещения. тапчан. плодовый сад!!! Участок 7 соток Площадь дома более 150кв.м. Евро ремонт. очень комфортный уютный дом!!!  Дом находиться в ж/м. Ак Босого. рядом школа. детский сад. поликлиника. глобус. очень много маршрутных такси!!! Заходи и живи!!! Цена 52.000$ Торг уместен!!! Тел  Обмен на квартиру с доплатой!!!
368;7;50000;['/6-bedrooms'. '/maevka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-160-kv-m-6-komnat-id-74799849;Срочно продается дом в маевке дом абсолютно новый 160 кв на два этажа 7 соток земли с идеальным ремонтом два сан узла все условия дом на набережной у реки рядом школа детсад большие магазины конечная двух маршрутов 175 и133 первый этаж теплые полы второй евро батареи вода свет газ строили для себя а получается для вас спешите 
105;7;50000;['/5-bedrooms'. '/dordoj'. '/no'. '/owner'. '/staryj-tolchok'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-5-komnat-id-72319229;Продаем большой дом. 5 комнат. 100 кв.м. Техника остаётся. Газ. 3 фаза. Участок 7соток есть красная книга. Разрешение на строительство.   Баня. топка. сауна. сарай. гараж. Фруктовый сад. Район старого толчка. дордой. Маршрут 257. 177. Автобус 21. Рядом школы 46. 18. Мечеть. садики. супермаркет. Тихий и спокойный район. Хорошие соседи. Отличный вариант кто хочет открыть свой цех. парник и т.д.  Торг уместен!   Адрес: переулок Мариупольский д74 пересекает Щербакова рядом магазин Келечек.   
276;7;50000;['/4-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-130-kv-m-4-komnaty-id-66111191;Продаю кирпичный дом 130кв 3 х фазка туалет и душ в доме Имеются хоз постройки для хозяйства 7 соток земли в доме свежий ремонт окна пластиковые двери межкомнатные новые Дом снаружи утеплен Печка топка трех фазка и можно топить углем Цена договорная. Только звонки. не писать. Реальному клиенту  торг уместен 
614;7;50000;['/4-bedrooms'. '/no'. '/pishpek'];https://lalafo.kg/bishkek/ads/prodam-dom-6-kv-m-4-komnaty-id-58347940;Продаю  дом  в районе Пишпек ул.деповская 26 уч 6.5 сот цен конолизация.гор.газ 4 х комнатная
940;7;50000;['/4-bedrooms'. '/kara-balta'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-4-komnaty-id-78367987;Продаётся дом в г. Кара-Балта. Срочно  50 000 $ . С реальными торг уместен. Верхняя часть города. 4 комнаты.  кухня отдельная. три вида отопления. хоз постройки. баня. бассейн и все условия
911;7;50000;['/4-bedrooms'. '/ak-ordo'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-85-kv-m-4-komnaty-id-64218312;СРОЧНО ПРОДАМ ДОМ Адрес - Ленинский район. Ак Ордо 1. конечная 36-го автобуса. если хотите приехать посмотреть. позвоните заранее. Дом - 4ком. локальная канализация(проводят уже центральную).  туалет(внутри дома и на улице).  душ+бойлер.  отопление - электричество и твердое топливо.  квадратура - 85м². участок - 7 соток.  большой навес.  имеется вся документация.  Газ проведен на улице. Улица освещена. Проводной телефон и Интернет. Маршруты: новый 36 автобус. 106. 139. 204. 192.
366;7;49999;['/6-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-160-kv-m-6-komnat-id-62235093;СРОЧНО!СРОЧНО! Продаю ДОМ. в г.Жалал-Абад. район  рынка «Байэл». дом кирпичный с возможностью достроить второй этаж. Большой дом с Времянкой частично с мебелью. имеются все условия. тапчан. баня. хоз.пострайка. Вблизи находятся супермаркеты. имеется детская площадка! Юридически чиста! Красная книга! Продаем в связи с переездом! Рассмотрим варианты обмена в г.Бишкек!  
70;7;49000;['/4-bedrooms'. '/ges-2'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-78295772;"Возможна рассрочка. Рассмотрю варианты обмена на авто и квартиры.  Новый Дом 2019г. постройки в районе ул.ГЭС2. Участок 6.5соток; Площадь дома 100кв.м. Осталась отделка и можно заезжать . Газ отопление+3фазы.окна пластиковые.новые батареи.крыша ондулайн.баня.летняя кухня.х/постройки.  Забор пескоблок. ворота металлические.  торг уместен."
349;7;48000;['/7-bedrooms'. '/agent'. '/ak-orgo'. '/no'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-7-komnat-id-83896429;Очень очень срочно!!! Продаю дом 150кв 7сотков ак-орго центр 70 м от гагарина все коммуникации + три фазы требуется косметический ремонт 48000&или обмен на кв в центре или южной черте города  
958;7;47000;['/6-bedrooms'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-6-komnat-id-62488278;Продается прекрасный дачный участок в живописном горном месте рядом с речкой . Таш Мойнок. От трассы 500 метров. На территории 7 соток стоят два домика .Очень интересное и удачное расположение позволяет одновременно проживать двум семьям на одной территории! Имеется Летний душ и туалет! 3х фазка. новая проводка в обоих домах. Подсобные помещения. По периметру  2ух этажного домика установлен крепкий фундамент с большой терассой для дальнейшего строительства и расширения . Прекрассные каскады для цветов и ландшафтного дизайна. Сад . Огород. Поливочный арык. Имеется продуманная система полива!. Создано специальное место для игры детей и зарядки. Есть отличное место - кострище для барбекю и шашлыков . и казана!  - это  замечательное место для встречи друзей и вечернего релакса! Новый домик-коттедж  произведен в римском современном стиле со всеми коммуникациями!
880;7;46000;['/5-bedrooms'. '/kirkomstrom'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-5-komnat-id-73372350;Район Киркомстром 5 комнат гараж навес баня газ телефон интернет хоз.постройки .50 м. Школа. Уступка будет центральная канализация .7 соток. 
1003;7;45000;['/5-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/-id-82649090;Срочно продаю дом в селе Новопокровка близко к городу. На участке 2 дома 1 дом жилой другой не достроен.Дома все условия. Молодой сад. Малина виноградник.большой гараж.двор крытый брусчатная плитка. Забор вокруг дома. Реальному клиенту торг  уместен. .
816;7;45000;['/5-bedrooms'. '/ak-bosogo'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-75-kv-m-5-komnat-id-82755429;Продается дом в г Бишкеке в районе кирпичный дом 4ком. + времянка имеется сарай. большой огород. тапчан. Вода свет газ.
769;7;45000;['/4-bedrooms'. '/kudajbergen'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-83205618;Дом 70кв от рынка Кудайберген 100метр Участок 7сот красная книга. техпаспорт Место для постройки дома Помещение из контейнера 150кв 4контейнер морской по 40тонн 3х фазка. вода. газ. канализация. скважина.
910;7;45000;['/3-bedrooms'. '/owner'. '/tokmok'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-85-kv-m-3-komnaty-id-81804134;Продаю дом
541;7;45000;['/3-bedrooms'. '/no'. '/owner'. '/turbaza'];https://lalafo.kg/bishkek/ads/prodam-dom-46-kv-m-3-komnaty-id-64424420;Продается дом в г.Бишкек. участок 6.7 соток. дом 3-х комн. + времянка. стены саман. все удобства. три фазы. центральные: вода. газ и канализация. городской тел.. интернет. Комбинированное отопление (газ. уголь). Хоз. постройки. Состояние дома среднее. требуется ремонт.  Ниже БЧК район туб.больницы по ул. Элебесова - переулок Байкальский.  Участок хороший. есть возможность расширить участок на пару соток. много места под строительство или под бизнес.  Находится рядом с центральной дорогой. хорошая транспортная доступность. ходят маршрутки. троллейбусы.  автобусы. до центра 10 мин. рядом магазины. рынок Дордой. школа. лицей. Прошу 45000$. Торг возможен  Обращаться по тел. .  Обмен не предлагать. только продажа. Городская прописка.
606;7;45000;['/2-bedrooms'. '/ak-bosogo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-56-kv-m-2-komnaty-id-82617277;Продается дом участок 7 соток в Бишкеке жм красный строитель рядом с ак босого есть магазин баня сарай дом две комнаты  кухня ванна все документы в порядке 45000$ 
246;7;43000;['/6-bedrooms'. '/ak-tilek'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-6-komnat-id-76943105;Срочно продам дом ул. Елебесова пер. Дорожный№4б все коммуникации.  До остановка 50метров. Продаю с связи отъездом. 
763;7;42000;['/4-bedrooms'. '/agent'. '/no'. '/zapadnyi-avtovokzal'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-79388800;Продаю дом Западный автовокзал 
378;7;40000;['/7-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-170-kv-m-7-komnat-id-81673374;Срочно продается строящийся дом в селе Таш Добо
777;7;40000;['/7-bedrooms'. '/ala-too'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-700-kv-m-7-komnat-id-70031953;Большой дом 7 соток. красная книжка имеется. 10 комнат. есть скважина. есть бладовый сад. есть хоз. постройка. есть холл. поровое отабление. дом тёплый. пол дома керпичный + саманный.  +
912;7;40000;['/5-bedrooms'. '/owner'. '/vostochnyi-avtovokzal'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-85-kv-m-5-komnat-id-82075857;Срочно продается дом в центре район суюнбаева /жибек жолу участок 6.5 соток дом 85кв метра 5ком цент канализация газ центр красная книга очоккана как цех +2туалета как дома так и на улице +навес  крытая стоянка для машины короче имеется все условия для комфортной жизни
778;7;40000;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-7000-kv-m-4-komnaty-id-80060757;Продаётся дом в центре Нарына
